	tu	genes
1246	TU1TQS715	SAUSA300_RS06395
1248	TU1TQS716	SAUSA300_RS06400
1251	TU1TQS717	SAUSA300_RS06405
1250	TU1TQS717	SAUSA300_RS06410
1249	TU1TQS717	SAUSA300_RS06415
1254	TU1TQS718	SAUSA300_RS06420
1253	TU1TQS718	SAUSA300_RS06425
1252	TU1TQS718	SAUSA300_RS06430
1255	TU1TQS719	SAUSA300_RS06435
1256	TU1TQS720	SAUSA300_RS06440
1257	TU1TQS721	SAUSA300_RS06445
1260	TU1TQS722	SAUSA300_RS06450
1259	TU1TQS722	SAUSA300_RS06455
1258	TU1TQS722	SAUSA300_RS06460
1261	TU1TQS1807	SAUSA300_RS06465
1263	TU1TQS723	SAUSA300_RS06470
1262	TU1TQS723	SAUSA300_RS06475
1265	TU1TQS724	SAUSA300_RS06480
1264	TU1TQS724	SAUSA300_RS06485
1266	TU1TQS725	SAUSA300_RS06490
1267	TU1TQS726	SAUSA300_RS06495
1268	TU1TQS727	SAUSA300_RS06500
1269	TU1TQS728	SAUSA300_RS06505
1270	TU1TQS729	SAUSA300_RS06510
1273	TU1TQS730	SAUSA300_RS06515
1272	TU1TQS730	SAUSA300_RS06520
1271	TU1TQS730	SAUSA300_RS06525
1274	TU1TQS731	SAUSA300_RS06530
1276	TU1TQS732	SAUSA300_RS06535
1275	TU1TQS732	SAUSA300_RS06540
1277	TU1TQS733	SAUSA300_RS06545
2972	TU1TQS734	SAUSA300_RS06550
2971	TU1TQS734	SAUSA300_RS06555
1279	TU1TQS735	SAUSA300_RS06565
1278	TU1TQS735	SAUSA300_RS06570
1281	TU1TQS736	SAUSA300_RS06575
1280	TU1TQS736	SAUSA300_RS06580
1282	TU1TQS1806	SAUSA300_RS06585
1283	TU1TQS737	SAUSA300_RS06590
1284	TU1TQS738	SAUSA300_RS06595
1288	TU1TQS739	SAUSA300_RS06600
1287	TU1TQS739	SAUSA300_RS06605
1286	TU1TQS739	SAUSA300_RS06610
1285	TU1TQS739	SAUSA300_RS06615
1289	TU1TQS1805	SAUSA300_RS06620
1290	TU1TQS1804	SAUSA300_RS06625
1291	TU1TQS1803	SAUSA300_RS06630
1292	TU1TQS1802	SAUSA300_RS06635
1293	TU1TQS1801	SAUSA300_RS06640
1296	TU1TQS740	SAUSA300_RS06645
1295	TU1TQS740	SAUSA300_RS06650
1294	TU1TQS740	SAUSA300_RS06655
1297	TU1TQS741	SAUSA300_RS06660
1298	TU1TQS742	SAUSA300_RS06665
1299	TU1TQS743	SAUSA300_RS06670
1300	TU1TQS744	SAUSA300_RS06675
1301	TU1TQS745	SAUSA300_RS06680
1302	TU1TQS746	SAUSA300_RS06685
1303	TU1TQS747	SAUSA300_RS06690
1304	TU1TQS748	SAUSA300_RS06695
1305	TU1TQS1800	SAUSA300_RS06700
1306	TU1TQS1799	SAUSA300_RS06705
1307	TU1TQS1798	SAUSA300_RS06710
1308	TU1TQS749	SAUSA300_RS06715
1309	TU1TQS750	SAUSA300_RS06720
1310	TU1TQS751	SAUSA300_RS06725
1312	TU1TQS752	SAUSA300_RS06730
1311	TU1TQS752	SAUSA300_RS06735
1313	TU1TQS753	SAUSA300_RS06740
1315	TU1TQS754	SAUSA300_RS06745
1314	TU1TQS754	SAUSA300_RS06750
1316	TU1TQS1797	SAUSA300_RS06755
1317	TU1TQS1796	SAUSA300_RS06760
1318	TU1TQS755	SAUSA300_RS06765
1319	TU1TQS756	SAUSA300_RS06770
1320	TU1TQS757	SAUSA300_RS06775
1322	TU1TQS1793	SAUSA300_RS06780
1324	TU1TQS758	SAUSA300_RS06785
1323	TU1TQS758	SAUSA300_RS06790
1325	TU1TQS1792	SAUSA300_RS06795
1326	TU1TQS759	SAUSA300_RS06800
1327	TU1TQS760	SAUSA300_RS06805
1329	TU1TQS761	SAUSA300_RS06810
1328	TU1TQS761	SAUSA300_RS06815
1330	TU1TQS762	SAUSA300_RS06820
1331	TU1TQS1791	SAUSA300_RS06825
1332	TU1TQS1790	SAUSA300_RS06830
1333	TU1TQS1789	SAUSA300_RS06835
1334	TU1TQS1788	SAUSA300_RS06840
1335	TU1TQS1787	SAUSA300_RS06845
1336	TU1TQS763	SAUSA300_RS06850
1343	TU1TQS764	SAUSA300_RS06855
1342	TU1TQS764	SAUSA300_RS06860
1341	TU1TQS764	SAUSA300_RS06865
1340	TU1TQS764	SAUSA300_RS06870
1339	TU1TQS764	SAUSA300_RS06875
1338	TU1TQS764	SAUSA300_RS06880
1337	TU1TQS764	SAUSA300_RS06885
1345	TU1TQS765	SAUSA300_RS06890
1344	TU1TQS765	SAUSA300_RS06895
1346	TU1TQS766	SAUSA300_RS06900
1347	TU1TQS767	SAUSA300_RS06905
1351	TU1TQS768	SAUSA300_RS06910
1350	TU1TQS768	SAUSA300_RS06915
1349	TU1TQS768	SAUSA300_RS06920
1348	TU1TQS768	SAUSA300_RS06925
1353	TU1TQS769	SAUSA300_RS06930
1352	TU1TQS769	SAUSA300_RS06935
1354	TU1TQS1786	SAUSA300_RS06940
1356	TU1TQS770	SAUSA300_RS06945
1355	TU1TQS770	SAUSA300_RS06950
1358	TU1TQS771	SAUSA300_RS06955
1357	TU1TQS771	SAUSA300_RS06960
1359	TU1TQS772	SAUSA300_RS06965
1360	TU1TQS1784	SAUSA300_RS06980
1361	TU1TQS773	SAUSA300_RS06985
1366	TU1TQS775	SAUSA300_RS06990
1365	TU1TQS775	SAUSA300_RS06995
1364	TU1TQS775	SAUSA300_RS07000
1363	TU1TQS775	SAUSA300_RS07005
1362	TU1TQS775	SAUSA300_RS07010
1369	TU1TQS776	SAUSA300_RS07015
1368	TU1TQS776	SAUSA300_RS07020
1367	TU1TQS776	SAUSA300_RS07025
1370	TU1TQS777	SAUSA300_RS07030
1371	TU1TQS778	SAUSA300_RS07035
1372	TU1TQS1783	SAUSA300_RS07040
1373	TU1TQS1782	SAUSA300_RS07045
1376	TU1TQS779	SAUSA300_RS07050
1375	TU1TQS779	SAUSA300_RS07055
1374	TU1TQS779	SAUSA300_RS07060
1377	TU1TQS781	SAUSA300_RS07075
1379	TU1TQS782	SAUSA300_RS07080
1378	TU1TQS782	SAUSA300_RS07085
1381	TU1TQS783	SAUSA300_RS07090
1380	TU1TQS783	SAUSA300_RS07095
1383	TU1TQS784	SAUSA300_RS07100
1382	TU1TQS784	SAUSA300_RS07105
1385	TU1TQS785	SAUSA300_RS07110
1384	TU1TQS785	SAUSA300_RS07115
1386	TU1TQS786	SAUSA300_RS07120
1387	TU1TQS787	SAUSA300_RS07125
1388	TU1TQS1781	SAUSA300_RS07130
1391	TU1TQS788	SAUSA300_RS07135
1390	TU1TQS788	SAUSA300_RS07140
1389	TU1TQS788	SAUSA300_RS07145
1392	TU1TQS789	SAUSA300_RS07150
1396	TU1TQS790	SAUSA300_RS07160
1395	TU1TQS790	SAUSA300_RS07165
1394	TU1TQS790	SAUSA300_RS07170
1393	TU1TQS790	SAUSA300_RS07175
1399	TU1TQS791	SAUSA300_RS07180
1398	TU1TQS791	SAUSA300_RS07185
1397	TU1TQS791	SAUSA300_RS07190
1403	TU1TQS792	SAUSA300_RS07195
1402	TU1TQS792	SAUSA300_RS07200
1401	TU1TQS792	SAUSA300_RS07205
1400	TU1TQS792	SAUSA300_RS07210
1404	TU1TQS793	SAUSA300_RS07215
1405	TU1TQS795	SAUSA300_RS07230
1406	TU1TQS796	SAUSA300_RS07235
1407	TU1TQS797	SAUSA300_RS07240
1409	TU1TQS798	SAUSA300_RS07245
1408	TU1TQS798	SAUSA300_RS07250
1410	TU1TQS799	SAUSA300_RS07255
1412	TU1TQS800	SAUSA300_RS07260
1411	TU1TQS800	SAUSA300_RS07265
1413	TU1TQS1780	SAUSA300_RS07270
1414	TU1TQS801	SAUSA300_RS07280
1415	TU1TQS802	SAUSA300_RS07285
1418	TU1TQS804	SAUSA300_RS07290
1417	TU1TQS804	SAUSA300_RS07295
1416	TU1TQS804	SAUSA300_RS07300
1419	TU1TQS805	SAUSA300_RS07305
1421	TU1TQS806	SAUSA300_RS07310
1420	TU1TQS806	SAUSA300_RS07315
1424	TU1TQS807	SAUSA300_RS07320
1423	TU1TQS807	SAUSA300_RS07325
1422	TU1TQS807	SAUSA300_RS07330
1425	TU1TQS808	SAUSA300_RS07335
1429	TU1TQS809	SAUSA300_RS07340
1428	TU1TQS809	SAUSA300_RS07345
1427	TU1TQS809	SAUSA300_RS07350
1426	TU1TQS809	SAUSA300_RS07355
1430	TU1TQS810	SAUSA300_RS07360
1431	TU1TQS811	SAUSA300_RS07365
1434	TU1TQS812	SAUSA300_RS07370
1433	TU1TQS812	SAUSA300_RS07375
1432	TU1TQS812	SAUSA300_RS07380
1437	TU1TQS813	SAUSA300_RS07385
1436	TU1TQS813	SAUSA300_RS07390
1435	TU1TQS813	SAUSA300_RS07395
1438	TU1TQS814	SAUSA300_RS07400
1439	TU1TQS815	SAUSA300_RS07405
1442	TU1TQS816	SAUSA300_RS07410
1441	TU1TQS816	SAUSA300_RS07415
1440	TU1TQS816	SAUSA300_RS07420
1443	TU1TQS1779	SAUSA300_RS07425
1444	TU1TQS817	SAUSA300_RS07430
1446	TU1TQS818	SAUSA300_RS07435
1445	TU1TQS818	SAUSA300_RS07440
1447	TU1TQS819	SAUSA300_RS07445
1448	TU1TQS820	SAUSA300_RS07450
1449	TU1TQS1778	SAUSA300_RS07455
1451	TU1TQS821	SAUSA300_RS07460
1450	TU1TQS821	SAUSA300_RS07465
1452	TU1TQS1777	SAUSA300_RS07470
1453	TU1TQS822	SAUSA300_RS07475
1454	TU1TQS823	SAUSA300_RS07480
1455	TU1TQS824	SAUSA300_RS07485
1457	TU1TQS825	SAUSA300_RS07490
1456	TU1TQS825	SAUSA300_RS07495
1458	TU1TQS1776	SAUSA300_RS07500
1459	TU1TQS826	SAUSA300_RS07505
1460	TU1TQS827	SAUSA300_RS07510
1463	TU1TQS828	SAUSA300_RS07515
1462	TU1TQS828	SAUSA300_RS07520
1461	TU1TQS828	SAUSA300_RS07525
1464	TU1TQS829	SAUSA300_RS07530
1465	TU1TQS830	SAUSA300_RS07535
1467	TU1TQS831	SAUSA300_RS07540
1466	TU1TQS831	SAUSA300_RS07545
1469	TU1TQS832	SAUSA300_RS07550
1468	TU1TQS832	SAUSA300_RS07555
1470	TU1TQS833	SAUSA300_RS07560
1479	TU1TQS834	SAUSA300_RS07565
1478	TU1TQS834	SAUSA300_RS07570
1477	TU1TQS834	SAUSA300_RS07575
1476	TU1TQS834	SAUSA300_RS07580
1475	TU1TQS834	SAUSA300_RS07585
1474	TU1TQS834	SAUSA300_RS07590
1473	TU1TQS834	SAUSA300_RS07595
1472	TU1TQS834	SAUSA300_RS07600
1471	TU1TQS834	SAUSA300_RS07605
1480	TU1TQS835	SAUSA300_RS07610
1481	TU1TQS836	SAUSA300_RS07615
1486	TU1TQS837	SAUSA300_RS07620
1485	TU1TQS837	SAUSA300_RS07625
1484	TU1TQS837	SAUSA300_RS07630
1483	TU1TQS837	SAUSA300_RS07635
1482	TU1TQS837	SAUSA300_RS07640
1491	TU1TQS838	SAUSA300_RS07645
1490	TU1TQS838	SAUSA300_RS07650
1489	TU1TQS838	SAUSA300_RS07655
1488	TU1TQS838	SAUSA300_RS07660
1487	TU1TQS838	SAUSA300_RS07665
1492	TU1TQS839	SAUSA300_RS07670
1495	TU1TQS840	SAUSA300_RS07675
1494	TU1TQS840	SAUSA300_RS07680
1493	TU1TQS840	SAUSA300_RS07685
1496	TU1TQS1775	SAUSA300_RS07690
1497	TU1TQS1774	SAUSA300_RS07695
1498	TU1TQS841	SAUSA300_RS07700
1511	TU1TQS842	SAUSA300_RS07705
1510	TU1TQS842	SAUSA300_RS07710
1509	TU1TQS842	SAUSA300_RS07715
1508	TU1TQS842	SAUSA300_RS07720
1507	TU1TQS842	SAUSA300_RS07725
1506	TU1TQS842	SAUSA300_RS07730
1505	TU1TQS842	SAUSA300_RS07735
1504	TU1TQS842	SAUSA300_RS07740
1503	TU1TQS842	SAUSA300_RS07745
1502	TU1TQS842	SAUSA300_RS07750
1501	TU1TQS842	SAUSA300_RS07755
1500	TU1TQS842	SAUSA300_RS07760
1499	TU1TQS842	SAUSA300_RS07765
1517	TU1TQS843	SAUSA300_RS07770
1516	TU1TQS843	SAUSA300_RS07775
1515	TU1TQS843	SAUSA300_RS07780
1514	TU1TQS843	SAUSA300_RS07785
1513	TU1TQS843	SAUSA300_RS07790
1512	TU1TQS843	SAUSA300_RS07795
1520	TU1TQS844	SAUSA300_RS07800
1519	TU1TQS844	SAUSA300_RS07805
1518	TU1TQS844	SAUSA300_RS07810
1521	TU1TQS1772	SAUSA300_RS07815
1522	TU1TQS1771	SAUSA300_RS07820
1526	TU1TQS845	SAUSA300_RS07825
1525	TU1TQS845	SAUSA300_RS07830
1524	TU1TQS845	SAUSA300_RS07835
1523	TU1TQS845	SAUSA300_RS07840
1527	TU1TQS846	SAUSA300_RS07845
1528	TU1TQS1770	SAUSA300_RS07850
1529	TU1TQS1769	SAUSA300_RS07855
1530	TU1TQS847	SAUSA300_RS07865
1534	TU1TQS848	SAUSA300_RS07870
1533	TU1TQS848	SAUSA300_RS07875
1537	TU1TQS849	SAUSA300_RS07880
1536	TU1TQS849	SAUSA300_RS07885
1535	TU1TQS849	SAUSA300_RS07890
1538	TU1TQS1768	SAUSA300_RS07895
1539	TU1TQS850	SAUSA300_RS07900
1540	TU1TQS851	SAUSA300_RS07905
1541	TU1TQS852	SAUSA300_RS07910
1542	TU1TQS1767	SAUSA300_RS07915
1544	TU1TQS853	SAUSA300_RS07920
1543	TU1TQS853	SAUSA300_RS07925
1545	TU1TQS1766	SAUSA300_RS07930
1546	TU1TQS1765	SAUSA300_RS07935
1547	TU1TQS854	SAUSA300_RS07940
1548	TU1TQS855	SAUSA300_RS07945
1552	TU1TQS856	SAUSA300_RS07950
1551	TU1TQS856	SAUSA300_RS07955
1550	TU1TQS856	SAUSA300_RS07960
1549	TU1TQS856	SAUSA300_RS07965
1553	TU1TQS857	SAUSA300_RS07970
1554	TU1TQS858	SAUSA300_RS07975
1555	TU1TQS1764	SAUSA300_RS07980
1557	TU1TQS859	SAUSA300_RS07985
1556	TU1TQS859	SAUSA300_RS07990
1561	TU1TQS860	SAUSA300_RS07995
1560	TU1TQS860	SAUSA300_RS08000
1559	TU1TQS860	SAUSA300_RS08005
1558	TU1TQS860	SAUSA300_RS08010
1563	TU1TQS861	SAUSA300_RS08015
1562	TU1TQS861	SAUSA300_RS08020
1564	TU1TQS862	SAUSA300_RS08025
1567	TU1TQS863	SAUSA300_RS08030
1566	TU1TQS863	SAUSA300_RS08035
1565	TU1TQS863	SAUSA300_RS08040
1570	TU1TQS864	SAUSA300_RS08045
1569	TU1TQS864	SAUSA300_RS08050
1568	TU1TQS864	SAUSA300_RS08055
1572	TU1TQS865	SAUSA300_RS08060
1571	TU1TQS865	SAUSA300_RS08065
1573	TU1TQS866	SAUSA300_RS08070
1577	TU1TQS867	SAUSA300_RS08075
1576	TU1TQS867	SAUSA300_RS08080
1575	TU1TQS867	SAUSA300_RS08085
1574	TU1TQS867	SAUSA300_RS08090
1581	TU1TQS868	SAUSA300_RS08095
1580	TU1TQS868	SAUSA300_RS08100
1579	TU1TQS868	SAUSA300_RS08105
1578	TU1TQS868	SAUSA300_RS08110
1582	TU1TQS869	SAUSA300_RS08115
1584	TU1TQS870	SAUSA300_RS08120
1583	TU1TQS870	SAUSA300_RS08125
1585	TU1TQS871	SAUSA300_RS08130
1587	TU1TQS872	SAUSA300_RS08135
1586	TU1TQS872	SAUSA300_RS08140
1589	TU1TQS873	SAUSA300_RS08145
1588	TU1TQS873	SAUSA300_RS08150
1590	TU1TQS1763	SAUSA300_RS08155
1591	TU1TQS1762	SAUSA300_RS08160
1594	TU1TQS874	SAUSA300_RS08165
1593	TU1TQS874	SAUSA300_RS08170
1592	TU1TQS874	SAUSA300_RS08175
1596	TU1TQS875	SAUSA300_RS08180
1595	TU1TQS875	SAUSA300_RS08185
1597	TU1TQS876	SAUSA300_RS08190
1599	TU1TQS877	SAUSA300_RS08195
1598	TU1TQS877	SAUSA300_RS08200
1601	TU1TQS878	SAUSA300_RS08205
1600	TU1TQS878	SAUSA300_RS08210
1602	TU1TQS879	SAUSA300_RS08215
1608	TU1TQS880	SAUSA300_RS08220
1607	TU1TQS880	SAUSA300_RS08225
1606	TU1TQS880	SAUSA300_RS08230
1605	TU1TQS880	SAUSA300_RS08235
1604	TU1TQS880	SAUSA300_RS08240
1603	TU1TQS880	SAUSA300_RS08245
1609	TU1TQS881	SAUSA300_RS08250
1610	TU1TQS882	SAUSA300_RS08255
1611	TU1TQS883	SAUSA300_RS08260
1613	TU1TQS884	SAUSA300_RS08265
1612	TU1TQS884	SAUSA300_RS08270
1614	TU1TQS885	SAUSA300_RS08275
1616	TU1TQS886	SAUSA300_RS08280
1615	TU1TQS886	SAUSA300_RS08285
1618	TU1TQS887	SAUSA300_RS08290
1617	TU1TQS887	SAUSA300_RS08295
1619	TU1TQS888	SAUSA300_RS08300
1620	TU1TQS889	SAUSA300_RS08305
1622	TU1TQS890	SAUSA300_RS08310
1621	TU1TQS890	SAUSA300_RS08315
1623	TU1TQS1761	SAUSA300_RS08320
1629	TU1TQS891	SAUSA300_RS08325
1628	TU1TQS891	SAUSA300_RS08330
1627	TU1TQS891	SAUSA300_RS08335
1626	TU1TQS891	SAUSA300_RS08340
1625	TU1TQS891	SAUSA300_RS08345
1624	TU1TQS891	SAUSA300_RS08350
1632	TU1TQS892	SAUSA300_RS08355
1631	TU1TQS892	SAUSA300_RS08360
1630	TU1TQS892	SAUSA300_RS08365
1633	TU1TQS893	SAUSA300_RS08370
1637	TU1TQS894	SAUSA300_RS08375
1636	TU1TQS894	SAUSA300_RS08380
1635	TU1TQS894	SAUSA300_RS08385
1634	TU1TQS894	SAUSA300_RS08390
1638	TU1TQS895	SAUSA300_RS08395
1640	TU1TQS896	SAUSA300_RS08400
1639	TU1TQS896	SAUSA300_RS08405
1641	TU1TQS897	SAUSA300_RS08410
1642	TU1TQS1759	SAUSA300_RS08420
1643	TU1TQS1758	SAUSA300_RS08425
1644	TU1TQS898	SAUSA300_RS08430
1645	TU1TQS899	SAUSA300_RS08435
1646	TU1TQS900	SAUSA300_RS08440
1656	TU1TQS901	SAUSA300_RS08445
1655	TU1TQS901	SAUSA300_RS08450
1654	TU1TQS901	SAUSA300_RS08455
1653	TU1TQS901	SAUSA300_RS08460
1652	TU1TQS901	SAUSA300_RS08465
1651	TU1TQS901	SAUSA300_RS08470
1650	TU1TQS901	SAUSA300_RS08475
1649	TU1TQS901	SAUSA300_RS08480
1648	TU1TQS901	SAUSA300_RS08485
1647	TU1TQS901	SAUSA300_RS08490
1657	TU1TQS1757	SAUSA300_RS08500
1658	TU1TQS902	SAUSA300_RS08505
1659	TU1TQS903	SAUSA300_RS08510
1665	TU1TQS904	SAUSA300_RS08515
1664	TU1TQS904	SAUSA300_RS08520
1663	TU1TQS904	SAUSA300_RS08525
1662	TU1TQS904	SAUSA300_RS08530
1661	TU1TQS904	SAUSA300_RS08535
1660	TU1TQS904	SAUSA300_RS08540
1670	TU1TQS905	SAUSA300_RS08545
1669	TU1TQS905	SAUSA300_RS08550
1668	TU1TQS905	SAUSA300_RS08555
1667	TU1TQS905	SAUSA300_RS08560
1666	TU1TQS905	SAUSA300_RS08565
1673	TU1TQS906	SAUSA300_RS08570
1672	TU1TQS906	SAUSA300_RS08575
1671	TU1TQS906	SAUSA300_RS08580
1674	TU1TQS907	SAUSA300_RS08585
1676	TU1TQS908	SAUSA300_RS08590
1675	TU1TQS908	SAUSA300_RS08595
1678	TU1TQS909	SAUSA300_RS08600
1677	TU1TQS909	SAUSA300_RS08605
1679	TU1TQS1755	SAUSA300_RS08610
1681	TU1TQS910	SAUSA300_RS08615
1680	TU1TQS910	SAUSA300_RS08620
1682	TU1TQS911	SAUSA300_RS08625
1683	TU1TQS1754	SAUSA300_RS08630
1685	TU1TQS912	SAUSA300_RS08635
1684	TU1TQS912	SAUSA300_RS08640
1687	TU1TQS914	SAUSA300_RS08645
1686	TU1TQS914	SAUSA300_RS08650
1690	TU1TQS915	SAUSA300_RS08655
1689	TU1TQS915	SAUSA300_RS08660
1688	TU1TQS915	SAUSA300_RS08665
1692	TU1TQS916	SAUSA300_RS08670
1691	TU1TQS916	SAUSA300_RS08675
1693	TU1TQS917	SAUSA300_RS08680
1700	TU1TQS918	SAUSA300_RS08685
1699	TU1TQS918	SAUSA300_RS08690
1698	TU1TQS918	SAUSA300_RS08695
1697	TU1TQS918	SAUSA300_RS08700
1696	TU1TQS918	SAUSA300_RS08705
1695	TU1TQS918	SAUSA300_RS08710
1694	TU1TQS918	SAUSA300_RS08715
1703	TU1TQS919	SAUSA300_RS08720
1702	TU1TQS919	SAUSA300_RS08725
1701	TU1TQS919	SAUSA300_RS08730
1705	TU1TQS920	SAUSA300_RS08735
1704	TU1TQS920	SAUSA300_RS08740
1706	TU1TQS921	SAUSA300_RS08745
1707	TU1TQS922	SAUSA300_RS08750
1708	TU1TQS923	SAUSA300_RS08755
1710	TU1TQS924	SAUSA300_RS08760
1709	TU1TQS924	SAUSA300_RS08765
1711	TU1TQS1752	SAUSA300_RS08770
1713	TU1TQS925	SAUSA300_RS08775
1712	TU1TQS925	SAUSA300_RS08780
1714	TU1TQS1751	SAUSA300_RS08785
1716	TU1TQS926	SAUSA300_RS08790
1715	TU1TQS926	SAUSA300_RS08795
1717	TU1TQS927	SAUSA300_RS08800
1720	TU1TQS928	SAUSA300_RS08805
1719	TU1TQS928	SAUSA300_RS08810
1718	TU1TQS928	SAUSA300_RS08815
1722	TU1TQS929	SAUSA300_RS08820
1721	TU1TQS929	SAUSA300_RS08825
1723	TU1TQS930	SAUSA300_RS08830
1724	TU1TQS931	SAUSA300_RS08835
1725	TU1TQS932	SAUSA300_RS08840
1728	TU1TQS933	SAUSA300_RS08845
1727	TU1TQS933	SAUSA300_RS08850
1726	TU1TQS933	SAUSA300_RS08855
1729	TU1TQS1750	SAUSA300_RS08860
1730	TU1TQS934	SAUSA300_RS08865
1732	TU1TQS935	SAUSA300_RS08870
1731	TU1TQS935	SAUSA300_RS08875
1733	TU1TQS936	SAUSA300_RS08880
1734	TU1TQS937	SAUSA300_RS08885
1735	TU1TQS938	SAUSA300_RS08890
1738	TU1TQS939	SAUSA300_RS08895
1737	TU1TQS939	SAUSA300_RS08900
1736	TU1TQS939	SAUSA300_RS08905
1739	TU1TQS940	SAUSA300_RS08910
1742	TU1TQS941	SAUSA300_RS08915
1741	TU1TQS941	SAUSA300_RS08920
1740	TU1TQS941	SAUSA300_RS08925
1743	TU1TQS942	SAUSA300_RS08930
1745	TU1TQS943	SAUSA300_RS08935
1744	TU1TQS943	SAUSA300_RS08940
1746	TU1TQS1749	SAUSA300_RS08945
1748	TU1TQS944	SAUSA300_RS08950
1747	TU1TQS944	SAUSA300_RS08955
1749	TU1TQS1748	SAUSA300_RS08960
1751	TU1TQS946	SAUSA300_RS08975
1750	TU1TQS946	SAUSA300_RS08980
1753	TU1TQS947	SAUSA300_RS08985
1752	TU1TQS947	SAUSA300_RS08990
1754	TU1TQS948	SAUSA300_RS08995
1756	TU1TQS949	SAUSA300_RS09000
1755	TU1TQS949	SAUSA300_RS09005
1757	TU1TQS950	SAUSA300_RS09010
1758	TU1TQS1747	SAUSA300_RS09015
1759	TU1TQS1746	SAUSA300_RS09020
1760	TU1TQS1745	SAUSA300_RS09025
1761	TU1TQS951	SAUSA300_RS09030
1762	TU1TQS952	SAUSA300_RS09035
1763	TU1TQS1744	SAUSA300_RS09040
1764	TU1TQS953	SAUSA300_RS09045
1765	TU1TQS954	SAUSA300_RS09050
1766	TU1TQS955	SAUSA300_RS09055
1767	TU1TQS956	SAUSA300_RS09060
1769	TU1TQS957	SAUSA300_RS09065
1768	TU1TQS957	SAUSA300_RS09070
1770	TU1TQS1743	SAUSA300_RS09075
1771	TU1TQS1742	SAUSA300_RS09080
1772	TU1TQS958	SAUSA300_RS09085
1773	TU1TQS959	SAUSA300_RS09090
1774	TU1TQS960	SAUSA300_RS09095
1775	TU1TQS1741	SAUSA300_RS09100
1776	TU1TQS961	SAUSA300_RS09105
1778	TU1TQS962	SAUSA300_RS09110
1777	TU1TQS962	SAUSA300_RS09115
1779	TU1TQS963	SAUSA300_RS09120
1780	TU1TQS964	SAUSA300_RS09125
1781	TU1TQS965	SAUSA300_RS09130
1782	TU1TQS966	SAUSA300_RS09135
1783	TU1TQS1740	SAUSA300_RS09140
1784	TU1TQS1739	SAUSA300_RS09145
1785	TU1TQS1738	SAUSA300_RS09150
1786	TU1TQS967	SAUSA300_RS09155
1787	TU1TQS968	SAUSA300_RS09160
1788	TU1TQS969	SAUSA300_RS09165
1789	TU1TQS970	SAUSA300_RS09170
1791	TU1TQS971	SAUSA300_RS09175
1790	TU1TQS971	SAUSA300_RS09180
1792	TU1TQS972	SAUSA300_RS09185
1793	TU1TQS973	SAUSA300_RS09190
1794	TU1TQS974	SAUSA300_RS09195
1795	TU1TQS975	SAUSA300_RS09200
1796	TU1TQS976	SAUSA300_RS09205
1797	TU1TQS977	SAUSA300_RS09210
1801	TU1TQS978	SAUSA300_RS09215
1800	TU1TQS978	SAUSA300_RS09220
1799	TU1TQS978	SAUSA300_RS09225
1798	TU1TQS978	SAUSA300_RS09230
1802	TU1TQS979	SAUSA300_RS09235
1803	TU1TQS980	SAUSA300_RS09240
1804	TU1TQS1737	SAUSA300_RS09245
1805	TU1TQS981	SAUSA300_RS09250
1807	TU1TQS982	SAUSA300_RS09255
1806	TU1TQS982	SAUSA300_RS09260
1809	TU1TQS983	SAUSA300_RS09265
1808	TU1TQS983	SAUSA300_RS09270
1812	TU1TQS985	SAUSA300_RS09275
1811	TU1TQS985	SAUSA300_RS09280
1810	TU1TQS985	SAUSA300_RS09285
1814	TU1TQS1736	SAUSA300_RS09290
1815	TU1TQS986	SAUSA300_RS09295
1817	TU1TQS987	SAUSA300_RS09300
1816	TU1TQS987	SAUSA300_RS09305
1818	TU1TQS988	SAUSA300_RS09310
1820	TU1TQS989	SAUSA300_RS09315
1819	TU1TQS989	SAUSA300_RS09320
1821	TU1TQS990	SAUSA300_RS09325
1822	TU1TQS991	SAUSA300_RS09335
2989	TU1TQS992	SAUSA300_RS09340
2988	TU1TQS992	SAUSA300_RS09345
1823	TU1TQS1735	SAUSA300_RS09350
1827	TU1TQS993	SAUSA300_RS09355
1826	TU1TQS993	SAUSA300_RS09360
1825	TU1TQS993	SAUSA300_RS09365
1824	TU1TQS993	SAUSA300_RS09370
1828	TU1TQS994	SAUSA300_RS09375
1831	TU1TQS995	SAUSA300_RS09380
1830	TU1TQS995	SAUSA300_RS09385
1829	TU1TQS995	SAUSA300_RS09390
1832	TU1TQS996	SAUSA300_RS09395
1833	TU1TQS997	SAUSA300_RS09400
1834	TU1TQS998	SAUSA300_RS09405
1835	TU1TQS999	SAUSA300_RS09410
1836	TU1TQS1734	SAUSA300_RS09415
1837	TU1TQS1733	SAUSA300_RS09420
1838	TU1TQS1732	SAUSA300_RS09425
1839	TU1TQS1000	SAUSA300_RS09430
1841	TU1TQS1001	SAUSA300_RS09435
1840	TU1TQS1001	SAUSA300_RS09440
1842	TU1TQS1003	SAUSA300_RS09455
1843	TU1TQS1004	SAUSA300_RS09460
1844	TU1TQS1005	SAUSA300_RS09465
1845	TU1TQS1731	SAUSA300_RS09470
1846	TU1TQS1006	SAUSA300_RS09475
1848	TU1TQS1007	SAUSA300_RS09480
1847	TU1TQS1007	SAUSA300_RS09485
1849	TU1TQS1730	SAUSA300_RS09490
1851	TU1TQS1008	SAUSA300_RS09495
